Index,Total Return,CAGR,Volatility,Sharpe Ratio,Max Drawdown
S&P 500,428.93871904676536,13.17732042367723,16.945981010073197,0.7776074112112032,-33.92496000265329
Tech Giants,2329.8571730752255,26.756006628449967,26.486942397158188,1.0101583726523546,-51.99836479145369
AAPL (Apple),1619.2183210727378,23.538645924730606,28.45072654467768,0.8273477968222227,-43.79718060059254
MSFT (Microsoft),2096.642419147435,25.80908119282452,26.045676612720232,0.9909161346271128,-37.148485877777624
GOOGL (Alphabet (Google)),1821.3775555919476,24.563516252561122,27.560650405548987,0.8912531413850658,-44.320050792859185
AMZN (Amazon),2183.8437627738153,26.173579893680877,32.27391895759648,0.8109823888468389,-56.14526325328262
META (Meta (Facebook)),1502.8363624900014,22.896798809883535,39.842531865194516,0.574682324089088,-76.73609222479006
NVDA (NVIDIA),69889.29658747176,62.714669745521064,45.34295985734972,1.3831181277716156,-66.3350872252391
TSLA (Tesla),23336.144376320113,50.008744856453276,57.68559942452479,0.8669190466137771,-73.63221744219123
